ARRIVE4_A1_C2_Act6_PARK_MC_AFTN_DARK_b42f9905-07b6-11e0-bd48-e80688cb869a,R,person,yes,no,0,car,yes,no,1
ARRIVE4_A1_C2_Act6_URBAN_MC_AFTN_DARK_b42fa126-07b6-11e0-a33e-e80688cb869a,R,person,yes,no,0,car,yes,no,1
ARRIVE4_A1_C2_Act6_URBAN_MR_AFTN_DARK_b42fa823-07b6-11e0-8704-e80688cb869a,R,person,yes,no,0,car,yes,no,1
ARRIVE6_A1_C1_Act1_URBAN_BR_AFTN_b42fea82-07b6-11e0-b6a3-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act1_URBAN_BR_AFTN_DARK_b42fee87-07b6-11e0-b64e-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act1_URBAN_MC_AFTN_b42ff233-07b6-11e0-8c31-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act1_URBAN_MC_AFTN_DARK_b42ff599-07b6-11e0-a023-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act8_PARK_BL_AFTN_b42ff900-07b6-11e0-8555-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act8_PARK_BL_AFTN_DARK_b42ffc5c-07b6-11e0-a31f-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act8_PARK_MC_AFTN_b42fffb8-07b6-11e0-a714-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C1_Act8_PARK_MC_AFTN_DARK_b4300345-07b6-11e0-aa20-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act1_URBAN_MC_AFTN_b43006a3-07b6-11e0-8849-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act1_URBAN_MC_AFTN_DARK_b43009fd-07b6-11e0-9a8a-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act2_URBAN_ML_AFTN_b4300ddc-07b6-11e0-ad2f-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act2_URBAN_ML_AFTN_DARK_b430112e-07b6-11e0-885b-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act8_PARK_BR_AFTN_b43014a6-07b6-11e0-b08d-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act8_PARK_BR_AFTN_DARK_b4301802-07b6-11e0-9a40-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act8_PARK_MC_AFTN_b4301b73-07b6-11e0-9420-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE6_A1_C2_Act8_PARK_MC_AFTN_DARK_b4301ebd-07b6-11e0-8f46-e80688cb869a,R,person,yes,no,1,bicycle,yes,yes,1
ARRIVE7_A1_C2_Act5_PARK_MC_AFTN_b430461c-07b6-11e0-8298-e80688cb869a,R,person,yes,no,1,motorcycle,yes,yes,1
ATTACH10_A2_C1_Act1_URBAN15_MR_AFTN_DARK_b430e861-07b6-11e0-8b48-e80688cb869a,R,person,yes,no,1,suv,yes,no,1
ATTACH1_A1_C1_Act1_URBAN_ML_AFTN_b4310047-07b6-11e0-a56e-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act1_URBAN_ML_AFTN_DARK_b4310387-07b6-11e0-b668-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act2_PARK_BL_AFTN_b43106cf-07b6-11e0-9d5b-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act2_PARK_BL_AFTN_DARK_b4310a14-07b6-11e0-98ac-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act2_PARK_MC_AFTN_b4310d68-07b6-11e0-8803-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act2_PARK_MC_AFTN_DARK_b43110a6-07b6-11e0-bf6b-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act6_URBAN_MC_AFTN_b431140c-07b6-11e0-8b27-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C1_Act6_URBAN_MC_AFTN_DARK_b4311754-07b6-11e0-8ef2-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act1_URBAN_BR_AFTN_b4311ad9-07b6-11e0-9acc-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act1_URBAN_BR_AFTN_DARK_b4311e8c-07b6-11e0-a739-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act1_URBAN_MC_AFTN_b43121cc-07b6-11e0-bfd4-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act1_URBAN_MC_AFTN_DARK_b431253a-07b6-11e0-b34f-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act2_PARK_BR_AFTN_b4312885-07b6-11e0-82e1-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act2_PARK_BR_AFTN_DARK_b4312bc2-07b6-11e0-aa78-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act2_PARK_MC_AFTN_b4312f0a-07b6-11e0-84dc-e80688cb869a,R,person,yes,no,1
ATTACH1_A1_C2_Act2_PARK_MC_AFTN_DARK_b43132a1-07b6-11e0-9bbb-e80688cb869a,R,person,yes,no,1
ATTACH5_A1_C1_Act7_6_PARK_ML_AFTN_DARK_b4314f6b-07b6-11e0-be25-e80688cb869a,R,person,yes,no,2,jacket,yes,no,1
ATTACH6_A1_C1_Act6_8_PARK_BR_AFTN_DARK_b4317119-07b6-11e0-b35b-e80688cb869a,R,person,yes,no,2,,,,,handcuffs,no,yes,1
ATTACH6_A1_C1_Act6_8_PARK_MC_AFTN_b4317461-07b6-11e0-9bde-e80688cb869a,R,person,yes,no,2,,,,,handcuffs,no,yes,1
ATTACH6_A1_C1_Act6_8_URBAN_BR_AFTN_DARK_b4317e54-07b6-11e0-9b76-e80688cb869a,R,person,yes,no,2,,,,,handcuffs,no,yes,1
ATTACH6_A1_C1_Act6_8_URBAN_MC_AFTN_DARK_b4318630-07b6-11e0-b2a2-e80688cb869a,R,person,yes,no,2,car,yes,yes,1,handcuffs,no,yes,1
ATTACH6_A1_C2_Act6_8_PARK_BL_AFTN_DARK_b4318da6-07b6-11e0-8a81-e80688cb869a,R,person,yes,no,2,handcuffs,no,yes,1
ATTACH6_A1_C2_Act6_8_PARK_MC_AFTN_DARK_b43194b8-07b6-11e0-bde8-e80688cb869a,R,person,yes,no,2,handcuffs,no,yes,1
ATTACH6_A1_C2_Act6_8_URBAN_BL_AFTN_b4319814-07b6-11e0-a1f9-e80688cb869a,R,person,yes,no,2,handcuffs,no,yes,1
ATTACH6_A1_C2_Act6_8_URBAN_MC_AFTN_DARK_b431a1f5-07b6-11e0-8181-e80688cb869a,R,person,yes,no,2,car,yes,yes,1,handcuffs,no,yes,1
ATTACH7_A1_C1_Act1_6_URBAN_MR_AFTN_b431ac1e-07b6-11e0-9bf4-e80688cb869a,R,person,yes,no,2,cap,yes,no,1
BOUNCE2_A1_C1_ActNA_URBAN_MC_AFTN_b4322130-07b6-11e0-a928-e80688cb869a,R,person,no,yes,1,small-ball,yes,no,1
BOUNCE5_A1_C1_Act1_2_URBAN_MC_AFTN_DARK_4379d7dc-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C1_Act1_2_URBAN_MR_AFTN_437b4a7c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C1_Act8_6_PARK_FR_AFTN_437b5616-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C1_Act8_6_PARK_MC_AFTN_DARK_437b6d18-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C2_Act2_1_URBAN_MC_AFTN_DARK_437b7916-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C2_Act2_1_URBAN_ML_AFTN_437b7fa6-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C2_Act6_8_PARK_MC_AFTN_437b8c08-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE5_A1_C2_Act6_8_PARK_MR_AFTN_DARK_437ba152-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
BOUNCE6_A1_C1_Act6_URBAN_ML_AFTN_DARK_437bc042-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,big-ball,yes,no,1
BOUNCE8_A1_C1_Act8_2_PARK_MC_AFTN_DARK_437ca746-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,big-ball,yes,no,1
BOUNCE9_A1_C1_Act2_PARK_BL_AFTN_437cde82-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_PARK_BL_AFTN_DARK_437ce580-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_PARK_MC_AFTN_437ceac6-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_PARK_MC_AFTN_DARK_437cf142-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_URBAN_MC_AFTN_437cf64c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_URBAN_MC_AFTN_DARK_437cfd68-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_URBAN_MR_AFTN_437d03da-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C1_Act2_URBAN_MR_AFTN_DARK_437d0a60-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_PARK_MC_AFTN_437d0f74-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_PARK_MC_AFTN_DARK_437d1622-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_PARK_MR_AFTN_437d1b18-1dc6-11e0-ad1b-e80688ca39a2,R,person,no,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_PARK_MR_AFTN_DARK_437d2194-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_URBAN_BL_AFTN_437d269e-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_URBAN_BL_AFTN_DARK_437d2d4c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_URBAN_MC_AFTN_437d3288-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BOUNCE9_A1_C2_Act2_URBAN_MC_AFTN_DARK_437d39ae-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,small-ball,yes,no,1
BURY10_A1_C2_Act8_URBAN_MC_AFTN_437ef352-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,cardboard-box,yes,no,4
BURY4_A1_C1_Act1_URBAN_MC_AFTN_437f7ebc-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C1_Act1_URBAN_MC_AFTN_DARK_437f8556-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C1_Act1_URBAN_ML_AFTN_437f8b78-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C1_Act1_URBAN_ML_AFTN_DARK_437f930c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C1_Act6_PARK_BC_AFTN_437f9a3c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C1_Act6_PARK_BC_AFTN_DARK_437fa144-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C1_Act6_PARK_ML_AFTN_437fa658-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C1_Act6_PARK_ML_AFTN_DARK_437fad4c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C2_Act1_URBAN_MC_AFTN_437fb35a-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C2_Act1_URBAN_MC_AFTN_DARK_437fba8a-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C2_Act1_URBAN_MR_AFTN_437fbfb2-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C2_Act1_URBAN_MR_AFTN_DARK_437fc6ec-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C2_Act6_PARK_BC_AFTN_437fcc28-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C2_Act6_PARK_BC_AFTN_DARK_437fd2cc-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY4_A1_C2_Act6_PARK_MR_AFTN_437fd8ee-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY4_A1_C2_Act6_PARK_MR_AFTN_DARK_437fdf7e-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1,spade,no,yes,1
BURY7_A1_C1_Act1_2_URBAN_MC_AFTN_DARK_4380bffc-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY5_A1_C1_Act2_PARK_MC_AFTN_DARK_437ff6da-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,1
BURY7_A1_C1_Act1_2_URBAN_ML_AFTN_4380c614-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C1_Act1_6_PARK_BL_AFTN_4380d136-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C1_Act1_6_PARK_MC_AFTN_DARK_4380e57c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C2_Act1_2_URBAN_MC_AFTN_DARK_4380f134-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C2_Act1_2_URBAN_MR_AFTN_4380f74c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C2_Act1_6_PARK_BL_AFTN_4381052a-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY7_A1_C2_Act1_6_PARK_MC_AFTN_DARK_43811664-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,rake,yes,no,1
BURY9_A1_C1_Act1_URBAN_MC_AFTN_DARK_438199d6-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY1_A1_C1_Act6_PARK_MC_AFTN_DARK_b3a33a92-1e77-11e0-8dda-e80688ca39a2,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act2_PARK_MC_AFTN_b433281c-07b6-11e0-b929-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act2_PARK_MC_AFTN_DARK_b4332be6-07b6-11e0-865a-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act2_PARK_ML_AFTN_b4332f4c-07b6-11e0-96bd-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act2_PARK_ML_AFTN_DARK_b4333354-07b6-11e0-808a-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act6_URBAN_MC_AFTN_b43336cc-07b6-11e0-9e16-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act6_URBAN_MC_AFTN_DARK_b4333a33-07b6-11e0-acc8-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act6_URBAN_MR_AFTN_b4333d99-07b6-11e0-878d-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C1_Act6_URBAN_MR_AFTN_DARK_b4334159-07b6-11e0-aa1e-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_PARK_MC_AFTN_b43344b5-07b6-11e0-9e76-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_PARK_MC_AFTN_DARK_b43347fd-07b6-11e0-bee8-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_PARK_ML_AFTN_b4334b4f-07b6-11e0-b1a2-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_PARK_ML_AFTN_DARK_b4334ede-07b6-11e0-925b-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_URBAN_MC_AFTN_b4335245-07b6-11e0-ad80-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_URBAN_MC_AFTN_DARK_b43355bd-07b6-11e0-b3ab-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_URBAN_MR_AFTN_b4335907-07b6-11e0-83ab-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY2_A1_C2_Act6_URBAN_MR_AFTN_DARK_b4335c45-07b6-11e0-a771-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
CARRY4_A1_C1_Act8_URBAN_BR_AFTN_DARK_b4337102-07b6-11e0-9458-e80688cb869a,R,person,yes,no,1,bag,yes,no,1
CARRY8_A1_C1_Act1_8_URBAN_MC_AFTN_DARK_43837b5c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C1_Act1_8_URBAN_MR_AFTN_438380b6-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C1_Act6_2_PARK_BR_AFTN_43838e94-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C1_Act6_2_PARK_MC_AFTN_DARK_4383a12c-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C2_Act1_6_URBAN_MC_AFTN_DARK_4383ad2a-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C2_Act1_6_URBAN_MR_AFTN_4383b234-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C2_Act2_6_PARK_BC_AFTN_4383bed2-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY8_A1_C2_Act2_6_PARK_BL_AFTN_DARK_4383d20a-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2
CARRY9_A1_C2_Act1_2_URBAN_MC_AFTN_DARK_438413b4-1dc6-11e0-ad1b-e80688ca39a2,R,person,yes,no,2,table,yes,no,1
CATCH3_A1_C1_Act2_URBAN1_MC_AFTN_DARK_b434f680-07b6-11e0-a628-e80688cb869a,R,person,yes,no,1,small-ball,no,no,2
CATCH5_A1_C1_Act6_PARK_FR_AFTN_DARK_b435572e-07b6-11e0-abdd-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C1_Act6_PARK_MC_AFTN_DARK_b4355e02-07b6-11e0-be4a-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C1_Act8_URBAN_MC_AFTN_DARK_b435652b-07b6-11e0-9a19-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C1_Act8_URBAN_MR_AFTN_DARK_b4356cd1-07b6-11e0-8dcc-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C2_Act6_PARK_MC_AFTN_DARK_b43573ee-07b6-11e0-9bd0-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C2_Act6_PARK_MR_AFTN_DARK_b4357a99-07b6-11e0-84d2-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C2_Act8_URBAN_MC_AFTN_DARK_b435817d-07b6-11e0-ad03-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH5_A1_C2_Act8_URBAN_ML_AFTN_DARK_b435880a-07b6-11e0-991b-e80688cb869a,R,person,yes,no,1,toy-truck,yes,no,1
CATCH6_A1_C1_Act1_PARK7_MC_AFTN_b4358bde-07b6-11e0-9d65-e80688cb869a,R,person,yes,no,1,frisbee,no,no,1
CATCH7_A1_C1_Act1_URBAN_MC_AFTN_DARK_b435dc4c-07b6-11e0-a4cf-e80688cb869a,R,person,yes,no,1,cardboard-box,yes,no,1
